text_form	form	lemma	pos
անդ	անդ	անդ	I+Adv
կացցեն	կացցեն	կամ (կալ)	V
խնդութեամբ,	խնդութեամբ	խնդութիւն	N+Com
եւ	եւ	եւ	I+Conj
առցեն	առցեն	առնում	V
զվարձն	զվարձն	զ@վարձ@ն	I+Prep@N+Com@PRO+Dem
աշխատութեան	աշխատութեան	աշխատութիւն	N+Com
իւրեանց	իւրեանց	իւր (իւրեանց)	PRO+Ref
ի	ի	ի	I+Prep
կենարարէն	կենարարէն	կենարար@ն	N+Com@PRO+Dem
մերմէ	մերմէ	մեր	PRO+Pos1p
Քրիստոսէ,	քրիստոսէ	Քրիստոս	N+Ant
որ	որ	որ	PRO+Rel
է	է	եմ	V
Աստուած	աստուած	աստուած	N+Com
ճշմարիտ․	ճշմարիտ	ճշմարիտ	A
որում	որում	որ	PRO+Rel
վայելէ	վայելէ	վայելեմ	V
շնորհք	շնորհք	շնորհ	N+Com
եւ	եւ	եւ	I+Conj
պաշտաւն	պաշտաւն	պաշտաւն	N+Com
յաւիտեան։	յաւիտեան	յաւիտեան	N+Com
Նորին	նորին	նոյն	PRO+Dem
Եւագրեայ	եւագրեայ	Եւագրիոս	N+Ant
Քսաներորդ	քսաներորդ	քսաներորդ	NUM+Ord
Չորրորդ	չորրորդ	չորրորդ	NUM+Ord
Մկրտութիւն՝	մկրտութիւն	մկրտութիւն	N+Com
քաւութիւն	քաւութիւն	քաւութիւն	N+Com
հոգւոյն,	հոգւոյն	հոգի@ն	N+Com@PRO+Dem
յիշատակ	յիշատակ	յիշատակ	N+Com
է	է	եմ	V
աշխարհին	աշխարհին	աշխարհ@ն	N+Com@PRO+Dem
որ	որ	որ	PRO+Rel
գալոց	գալոց	գամ (գալ)	V
է։	է	եմ	V
Տեղի	տեղի	տեղի	N+Com
դնելոյ	դնելոյ	դնեմ	V
զգլուխս	զգլուխս	զ@գլուխ	I+Prep@N+Com
մարդոյ՝	մարդոյ	մարդ	N+Com
հաւատք	հաւատք	հաւատ	N+Com
է	է	եմ	V
խոստմանն	խոստմանն	խոստումն@ն	N+Com@PRO+Dem
Յիսուսի։	յիսուսի	Յիսուս	N+Ant
Որ	որ	որ	PRO+Rel
աւետարանէ	աւետարանէ	աւետարանեմ	V
աւր	աւր	աւր	N+Com
ըստ	ըստ	ըստ	I+Prep
աւրէ	աւրէ	աւր	N+Com
զփրկութիւն՝	զփրկութիւն	զ@փրկութիւն	I+Prep@N+Com
ամենայն	ամենայն	ամենայն	PRO+Ind
աւր	աւր	աւր	N+Com
նորա	նորա	նա (նա)	PRO+Dem
է։	է	եմ	V
Որ	որ	որ	PRO+Rel
եհաս	եհաս	հասանեմ	V
ի	ի	ի	I+Prep
գիտութիւն,	գիտութիւն	գիտութիւն	N+Com
ելաւ	ելաւ	ելանեմ	V
յաշխարհէ․	յաշխարհէ	ի@աշխարհ	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
որ	որ	որ	PRO+Rel
մնաց	մնաց	մնամ	V
յանգիտութիւն,	յանգիտութիւն	ի@անգիտութիւն	I+Prep@N+Com
մնաց	մնաց	մնամ	V
ի	ի	ի	I+Prep
սմա։	սմա	սա	PRO+Dem
Որ	որ	որ	PRO+Rel
մերկանայ	մերկանայ	մերկանամ	V
զգործ	զգործ	զ@գործ	I+Prep@N+Com
անգիտութեան,	անգիտութեան	անգիտութիւն	N+Com
ի	ի	ի	I+Prep
գործոց	գործոց	գործ	N+Com
միայն	միայն	միայն	A
փոխի․	փոխի	փոխեմ	V
եւ	եւ	եւ	I+Conj
որ	որ	որ	PRO+Rel
մերկանայ	մերկանայ	մերկանամ	V
զանգիտութիւն,	զանգիտութիւն	զ@անգիտութիւն	I+Prep@N+Com
ընդ	ընդ	ընդ	I+Prep
անգիտութեան	անգիտութեան	անգիտութիւն	N+Com
եդ	եդ	դնեմ	V
ի	ի	ի	I+Prep
ներքոյ	ներքոյ	ներքոյ	A
զամենայն	զամենայն	զ@ամենայն	I+Prep@PRO+Ind
ինչ։	ինչ	ինչ (իրիք)	PRO+Ind
Ամենայն	ամենայն	ամենայն	PRO+Ind
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
ներքոյ	ներքոյ	ներքոյ	A
գիտութեան	գիտութեան	գիտութիւն	N+Com
է,	է	եմ	V
եւ	եւ	եւ	I+Conj
քան	քան	քան	I+Conj
զամենայն	զամենայն	զ@ամենայն	I+Prep@PRO+Ind
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
նա	նա	նա (նա)	PRO+Dem
կանխէ․	կանխէ	կանխեմ	V
եւ	եւ	եւ	I+Conj
ինքն	ինքն	ինքն	PRO+Ref
յայլմէ	յայլմէ	ի@այլ (այլոց)	I+Prep@A
ոչ	ոչ	ոչ	I+Neg
յաղթի․	յաղթի	յաղթեմ	V
եւ	եւ	եւ	I+Conj
թէ	թէ	եթե	I+Conj
յաղթի՝	յաղթի	յաղթեմ	V
իրք	իրք	իր	N+Com
որ	որ	որ	PRO+Rel
կանխեաց	կանխեաց	կանխեմ	V
քան	քան	քան	I+Conj
զնա,	զնա	զ@նա (նա)	I+Prep@PRO+Dem
մի	մի	մի (միոջ)	NUM+Car
է	է	եմ	V
ընդ	ընդ	ընդ	I+Prep
նմա։	նմա	նա (նա)	PRO+Dem
Անգիտութիւն	անգիտութիւն	անգիտութիւն	N+Com
ի	ի	ի	I+Prep
բաց	բաց	բաց	A
ելեալ՝	ելեալ	ելանեմ	V
խափանեալ	խափանեալ	խափանեմ	V
եղեւ	եղեւ	եղանիմ	V
իշխանութիւն	իշխանութիւն	իշխանութիւն	N+Com
նորա․	նորա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
յորժամ	յորժամ	յորժամ	I+Conj
ի	ի	ի	I+Prep
գիտութենէ	գիտութենէ	գիտութիւն	N+Com
խափանի,	խափանի	խափանեմ	V
բնութեամբ	բնութեամբ	բնութիւն	N+Com
արձակեցաւ։	արձակեցաւ	արձակեմ	V
Անգիտութիւն	անգիտութիւն	անգիտութիւն	N+Com
բազում՝	բազում	բազում	A
ինքն	ինքն	ինքն	PRO+Ref
միայն	միայն	միայն	A
է․	է	եմ	V
եւ	եւ	եւ	I+Conj
թէ	թէ	եթե	I+Conj
գիտութիւնն	գիտութիւնն	գիտութիւն@ն	N+Com@PRO+Dem
հայի	հայի	հայիմ	V
ի	ի	ի	I+Prep
նա,	նա	նա (նա)	PRO+Dem
եղեւ	եղեւ	եղանիմ	V
ոչինչ։	ոչինչ	ոչինչ	PRO+Ind
Գիտութիւն	գիտութիւն	գիտութիւն	N+Com
ի	ի	ի	I+Prep
քննութիւն	քննութիւն	քննութիւն	N+Com
եկեալ	եկեալ	գամ (գալ)	V
ընդ	ընդ	ընդ	I+Prep
անգիտութեան,	անգիտութեան	անգիտութիւն	N+Com
եւ	եւ	եւ	I+Conj
ոք	ոք	ոք	PRO+Ind
կամիցի	կամիցի	կամիմ	V
ուսանել	ուսանել	ուսանիմ	V
զայն,	զայն	զ@այն	I+Prep@PRO+Dem
թէ	թէ	եթե	I+Conj
գիտութիւն	գիտութիւն	գիտութիւն	N+Com
եկեալ	եկեալ	գամ (գալ)	V
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
լուծանէ	լուծանէ	լուծանեմ	V
ի	ի	ի	I+Prep
հոգւոյն․	հոգւոյն	հոգի@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
թէ	թէ	եթե	I+Conj
ո՞ր	որ	ո՞ր	PRO+Int
է	է	եմ	V
կերպ	կերպ	կերպ	N+Com
յաղթութեան	յաղթութեան	յաղթութիւն	N+Com
եւ	եւ	եւ	I+Conj
քաղցրութեան	քաղցրութեան	քաղցրութիւն	N+Com
նորա,	նորա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
կամիցի	կամիցի	կամիմ	V
քննել	քննել	քննեմ	V
զզաւրաւոր	զզաւրաւոր	զ@զաւրաւոր	I+Prep@A
պատերազմն	պատերազմն	պատերազմ@ն	N+Com@PRO+Dem
նորա,	նորա	նա (նա)	PRO+Dem
որ	որ	որ	PRO+Rel
լուծանէ	լուծանէ	լուծանեմ	V
զանգիտութիւնն․	զանգիտութիւնն	զ@անգիտութիւն@ն	I+Prep@N+Com@PRO+Dem
որպէս	որպէս	որպէս	I+Conj
ոք	ոք	ոք	PRO+Ind
ի	ի	ի	I+Prep
գիշերի	գիշերի	գիշեր	N+Com
յերազու	յերազու	ի@երազ	I+Prep@N+Com
պատերազմի	պատերազմի	պատերազմիմ	V
ընդ	ընդ	ընդ	I+Prep
գազանս	գազանս	գազան	N+Com
եւ	եւ	եւ	I+Conj
զաւրանայ	զաւրանայ	զաւրանամ	V
յանձն	յանձն	ի@անձն	I+Prep@N+Com
քան	քան	քան	I+Conj
զգազանսն	զգազանսն	զ@գազան@ն	I+Prep@N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
ջանայ	ջանայ	ջանամ	V
աւգնականս	աւգնականս	աւգնական	A
կոչել․	կոչել	կոչեմ	V
եւ	եւ	եւ	I+Conj
յաղթէ	յաղթէ	յաղթեմ	V
յաղթութիւն,	յաղթութիւն	յաղթութիւն	N+Com
ո՛չ	ոչ	ոչ	I+Neg
թէ	թէ	եթե	I+Conj
բառնայ	բառնայ	բառնամ	V
ի	ի	ի	I+Prep
միջոյ	միջոյ	մէջ	N+Com
զայն՝	զայն	զ@այն	I+Prep@PRO+Dem
որ	որ	որ	PRO+Rel
մարտնչի,	մարտնչի	մարտնչիմ	V
այլ	այլ	այլ (եւ)	I+Conj
զինքն	զինքն	զ@ինքն	I+Prep@PRO+Ref
պնդէ՝	պնդէ	պնդեմ	V
զի	զի	զի	I+Conj
ապրեսցի․	ապրեսցի	ապրիմ	V
եւ	եւ	եւ	I+Conj
պատահէ	պատահէ	պատահեմ	V
ոք	ոք	ոք	PRO+Ind
յարթնոցն	յարթնոցն	ի@արթուն@ն	I+Prep@A@PRO+Dem
եւ	եւ	եւ	I+Conj
կամի	կամի	կամիմ	V
յարուցանել	յարուցանել	յարուցանեմ	V
զնա	զնա	զ@նա (նա)	I+Prep@PRO+Dem
ի	ի	ի	I+Prep
քնոյ․	քնոյ	քուն	N+Com
եւ	եւ	եւ	I+Conj
լինի	լինի	լինիմ	V
նմա	նմա	նա (նա)	PRO+Dem
պատճառ	պատճառ	պատճառ	N+Com
վճարման	վճարման	վճարումն	N+Com
պատերազմին․	պատերազմին	պատերազմ@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
յերկիւղէ	յերկիւղէ	ի@երկիւղ	I+Prep@N+Com
յանգոյց	յանգոյց	յանգուցանեմ	V
զնա	զնա	զ@նա (նա)	I+Prep@PRO+Dem
եւ	եւ	եւ	I+Conj
խափանեաց	խափանեաց	խափանեմ	V
զստուերականսն՝	զստուերականսն	զ@ստուերական@ն	I+Prep@A@PRO+Dem
զոր	զոր	զ@որ	I+Prep@PRO+Rel
եբեր	եբեր	բերեմ	V
քունն	քունն	քուն@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
յաղթեաց	յաղթեաց	յաղթեմ	V
անաշխատ,	անաշխատ	անաշխատ	A
իբրեւ	իբրեւ	իբրեւ	I+Conj
յաղթեն	յաղթեն	յաղթեմ	V
կեանք՝	կեանք	կեանք	N+Com
մահու	մահու	մահ	N+Com
եւ	եւ	եւ	I+Conj
լոյսն՝	լոյսն	լոյս@ն	N+Com@PRO+Dem
խաւարի,	խաւարի	խաւար	N+Com
յիշատակն՝	յիշատակն	յիշատակ@ն	N+Com@PRO+Dem
զմոռացումն։	զմոռացումն	զ@մոռացումն	I+Prep@N+Com
Վասն	վասն	վասն	I+Prep
այսորիկ	այսորիկ	այս (սա)	PRO+Dem
աղաւթեմք	աղաւթեմք	աղաւթեմ	V
Քրիստոսի,	քրիստոսի	Քրիստոս	N+Ant
զի	զի	զի	I+Conj
ընդ	ընդ	ընդ	I+Prep
իւր	իւր	իւր (իւրեանց)	PRO+Ref
յարուսցէ	յարուսցէ	յարուցանեմ	V
զմեզ․	զմեզ	զ@մեք	I+Prep@PRO+Per1p
կա՛մ	կամ	կամ (եւ)	I+Conj
յառաւաւտուն	յառաւաւտուն	ի@առաւաւտ@ն	I+Prep@N+Com@PRO+Dem
արթնութեան	արթնութեան	արթնութիւն	N+Com
կամ	կամ	կամ (եւ)	I+Conj
յոչ	յոչ	ի@ոչ	I+Prep@I+Neg
ժամանակի	ժամանակի	ժամանակ	N+Com
մերձեսցի	մերձեսցի	մերձենամ	V
առ	առ	առ (ի)	I+Prep
մեզ	մեզ	մեք	PRO+Per1p
կենդանարար	կենդանարար	կենդանարար	A
ձեռն	ձեռն	ձեռն	N+Com
նորա․	նորա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
եկեսցէ	եկեսցէ	գամ (գալ)	V
առ	առ	առ (ի)	I+Prep
մեզ	մեզ	մեք	PRO+Per1p
լոյս՝	լոյս	լոյս	N+Com
որ	որ	որ	PRO+Rel
հալածէ	հալածէ	հալածեմ	V
զստուերն․	զստուերն	զ@ստուեր@ն	I+Prep@N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
նովաւ	նովաւ	նա (նա)	PRO+Dem
մխիթարիմք	մխիթարիմք	մխիթարեմ	V
եւ	եւ	եւ	I+Conj
մնամք	մնամք	մնամ	V
ճշմարիտ	ճշմարիտ	ճշմարիտ	A
արեգականն,	արեգականն	արեգակն@ն	N+Com@PRO+Dem
որ	որ	որ	PRO+Rel
ոչ	ոչ	ոչ	I+Neg
զարհուրեցուցանէ	զարհուրեցուցանէ	զարհուրեցուցանեմ	V
զմեզ	զմեզ	զ@մեք	I+Prep@PRO+Per1p
գիշեր	գիշեր	գիշեր	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
տանջէ	տանջէ	տանջեմ	V
խաւարն	խաւարն	խաւար@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
գայթակղեցուցանէ	գայթակղեցուցանէ	գայթագղեցուցանեմ	V
զմեզ	զմեզ	զ@մեք	I+Prep@PRO+Per1p
որոգայթն․	որոգայթն	որոգայթ@ն	N+Com@PRO+Dem
այլ	այլ	այլ (եւ)	I+Conj
լուսաւորէ	լուսաւորէ	լուսաւորեմ	V
զմեզ	զմեզ	զ@մեք	I+Prep@PRO+Per1p
Տէր	տէր	տէր	N+Com
առաւաւտուն,	առաւաւտուն	առաւաւտ@ն	N+Com@PRO+Dem
որպէս	որպէս	որպէս	I+Conj
աւետաբանեալք	աւետաբանեալք	աւետաբանեմ	V
են	են	եմ	V
այնոքիկ,	այնոքիկ	այն	PRO+Dem
որ	որ	որ	PRO+Rel
յամենայն	յամենայն	ի@ամենայն	I+Prep@PRO+Ind
աւուրս	աւուրս	աւր	N+Com
հնազանդեն	հնազանդեն	հնազանդեմ	V
մահուանն։	մահուանն	մահ@ն	N+Com@PRO+Dem
Շարժումն	շարժումն	շարժումն	N+Com
կենացն՝	կենացն	կեանք@ն	N+Com@PRO+Dem
որ	որ	որ	PRO+Rel
անխափան	անխափան	անխափան	A
է,	է	եմ	V
մահուամբ	մահուամբ	մահ	N+Com
շարժի․	շարժի	շարժեմ	V
վասն	վասն	վասն	I+Prep
որոյ	որոյ	որ	PRO+Rel
յորժամ	յորժամ	յորժամ	I+Conj
մեռաւ	մեռաւ	մեռանիմ	V
կենդանին՝	կենդանին	կենդանի@ն	A@PRO+Dem
մեռեալս	մեռեալս	մեռանիմ	V
յարոյց․	յարոյց	յարուցանեմ	V
եւ	եւ	եւ	I+Conj
ապրեցաւ	ապրեցաւ	ապրիմ	V
կենդանին	կենդանին	կենդանի@ն	A@PRO+Dem
վասն	վասն	վասն	I+Prep
բնութեան	բնութեան	բնութիւն	N+Com
իւր․	իւր	իւր (իւրեանց)	PRO+Ref
եւ	եւ	եւ	I+Conj
մեռաւ	մեռաւ	մեռանիմ	V
մահն,	մահն	մահ@ն	N+Com@PRO+Dem
զի	զի	զի	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
մեռցին	մեռցին	մեռանիմ	V
կենդանիքն։	կենդանիքն	կենդանի@ն	A@PRO+Dem
Քաղցրութեամբ	քաղցրութեամբ	քաղցրութիւն	N+Com
գան	գան	գամ (գալ)	V
ախտքն	ախտքն	ախտ@ն	N+Com@PRO+Dem
ի	ի	ի	I+Prep
հոգին,	հոգին	հոգի@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
առանց	առանց	առանց	I+Prep
դառնութեան	դառնութեան	դառնութիւն	N+Com
ոչ	ոչ	ոչ	I+Neg
ելանեն	ելանեն	ելանեմ	V
ի	ի	ի	I+Prep
նմանէ։	նմանէ	նա (նա)	PRO+Dem
Այն	այն	այն	PRO+Dem
որ	որ	որ	PRO+Rel
զգեցաւ	զգեցաւ	զգենում	V
զախտն	զախտն	զ@ախտ@ն	I+Prep@N+Com@PRO+Dem
մարմնոյ	մարմնոյ	մարմին	N+Com
միանգամ	միանգամ	միանգամ	I+Adv
եւ	եւ	եւ	I+Conj
կամի	կամի	կամիմ	V
մերկանալ	մերկանալ	մերկանամ	V
զնա,	զնա	զ@նա (նա)	I+Prep@PRO+Dem
պատերազմ	պատերազմ	պատերազմ	N+Com
իւր	իւր	իւր (իւրեանց)	PRO+Ref
ընդ	ընդ	ընդ	I+Prep
նմա	նմա	նա (նա)	PRO+Dem
է․	է	եմ	V
եւ	եւ	եւ	I+Conj
դժուար	դժուար	դժուար	A
է	է	եմ	V
յաղթութիւն	յաղթութիւն	յաղթութիւն	N+Com
նորա։	նորա	նա (նա)	PRO+Dem
Կատարումն	կատարումն	կատարումն	N+Com
ցանկութեան	ցանկութեան	ցանկութիւն	N+Com
ոչ	ոչ	ոչ	I+Neg
է։	է	եմ	V
Որպէս	որպէս	որպէս	I+Conj
այնոքիկ	այնոքիկ	այն	PRO+Dem
որք	որք	որ	PRO+Rel
ետուն	ետուն	տամ	V
զանձինս	զանձինս	զ@անձն	I+Prep@N+Com
իւրեանց	իւրեանց	իւր (իւրեանց)	PRO+Ref
բարկութեան,	բարկութեան	բարկութիւն	N+Com
շարժին	շարժին	շարժեմ	V
միշտ	միշտ	միշտ	I+Adv
մաղձաւք,	մաղձաւք	մաղձ	N+Com
եւ	եւ	եւ	I+Conj
ի	ի	ի	I+Prep
կերակուրս	կերակուրս	կերակուր	N+Com
իւրեանց	իւրեանց	իւր (իւրեանց)	PRO+Ref
աճեն	աճեն	աճեմ	V
ախտարարքն․	ախտարարքն	ախտարար@ն	A@PRO+Dem
նոյնպիսիք	նոյնպիսիք	նոյնպիսի	A
են	են	եմ	V
հաւանեալքն	հաւանեալքն	հաւանեմ@ն	V@PRO+Dem
ցանկութեան․	ցանկութեան	ցանկութիւն	N+Com
թէ՛	թէ	եթե	I+Conj
տեսանեն,	տեսանեն	տեսանեմ	V
թէ՛	թէ	եթե	I+Conj
ուտեն,	ուտեն	ուտեմ	V
աճեն	աճեն	աճեմ	V
ցանկութիւնքն։	ցանկութիւնքն	ցանկութիւն@ն	N+Com@PRO+Dem
Չար	չար	չար	A
ախտ	ախտ	ախտ	N+Com
է,	է	եմ	V
որ	որ	որ	PRO+Rel
թաքուցանէ	թաքուցանէ	թաքուցանեմ	V
յերեսաց	յերեսաց	ի@երես	I+Prep@N+Com
հոգւոյ,	հոգւոյ	հոգի	N+Com
զի	զի	զի	I+Conj
մի	մի	մի (ոչ)	I+Neg
տեսցէ	տեսցէ	տեսանեմ	V
զգարշելի	զգարշելի	զ@գարշելի	I+Prep@A
դէմս	դէմս	դէմ	N+Com
նորա	նորա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
զղջասցի,	զղջասցի	զղջանամ	V
զի	զի	զի	I+Conj
թուիցի	թուիցի	թուեմ	V
նմա	նմա	նա (նա)	PRO+Dem
պատուական․	պատուական	պատուական	A
զի	զի	զի	I+Conj
տեսեալն	տեսեալն	տեսանեմ@ն	V@PRO+Dem
բժշկութիւն	բժշկութիւն	բժշկութիւն	N+Com
խնդրէ․	խնդրէ	խնդրեմ	V
զի	զի	զի	I+Conj
շարժի	շարժի	շարժեմ	V
ընդդէմ	ընդդէմ	ընդդէմ	I+AdvPr
նորա	նորա	նա (նա)	PRO+Dem
գիտութիւն	գիտութիւն	գիտութիւն	N+Com
Քրիստոսի	քրիստոսի	Քրիստոս	N+Ant
Տեառն	տեառն	տէր	N+Com
մերոյ,	մերոյ	մեր	PRO+Pos1p
որ	որ	որ	PRO+Rel
ասէ․	ասէ	ասեմ	V
Որ	որ	որ	PRO+Rel
գիտէ	գիտէ	գիտեմ	V
զկամս	զկամս	զ@կամ (կամաց)	I+Prep@N+Com
Տեառն	տեառն	տէր	N+Com
իւրոյ՝	իւրոյ	իւր (իւրոց)	PRO+Pos3
արբցէ	արբցէ	ըմպեմ	V
գան	գան	գան	N+Com
բազում։	բազում	բազում	A
Հոգի	հոգի	հոգի	N+Com
յաղթեալ	յաղթեալ	յաղթեմ	V
ի	ի	ի	I+Prep
ցանկութեանց՝	ցանկութեանց	ցանկութիւն	N+Com
ուրանայ	ուրանայ	ուրանամ	V
զչարութիւն	զչարութիւն	զ@չարութիւն	I+Prep@N+Com
ախտին՝	ախտին	ախտ@ն	N+Com@PRO+Dem
խաբելով	խաբելով	խաբեմ	V
զանձն,	զանձն	զ@անձն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
ծնանի	ծնանի	ծնանիմ	V
ի	ի	ի	I+Prep
նմա	նմա	նա (նա)	PRO+Dem
անտեղի	անտեղի	անտեղի	A
կարծիք։	կարծիք	կարծիք	N+Com
Բարկութիւն	բարկութիւն	բարկութիւն	N+Com
եւ	եւ	եւ	I+Conj
ցանկութիւն	ցանկութիւն	ցանկութիւն	N+Com
տիրեալ	տիրեալ	տիրեմ	V
ի	ի	ի	I+Prep
վերայ	վերայ	վերայ	I+Adv
հոգւոյ,	հոգւոյ	հոգի	N+Com
ո՛չ	ոչ	ոչ	I+Neg
ըստ	ըստ	ըստ	I+Prep
կամաց	կամաց	կամ (կամաց)	N+Com
հոգւոյն	հոգւոյն	հոգի@ն	N+Com@PRO+Dem
շարժին,	շարժին	շարժեմ	V
այլ	այլ	այլ (եւ)	I+Conj
տիրելով	տիրելով	տիրեմ	V
անասնականին	անասնականին	անասնական@ն	A@PRO+Dem
շարժեն․	շարժեն	շարժեմ	V
վասն	վասն	վասն	I+Prep
որոյ	որոյ	որ	PRO+Rel
յիսկզբանն	յիսկզբանն	ի@սկիզբն@ն	I+Prep@N+Com@PRO+Dem
